duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
13,tcp,dns,S0,4971,16514,0,0,2,0,2,1,9,0,0,8,6,2,3,0.0,1,0,217,392,0.7144141014704978,0.11555837668063174,0.5172094276935294,0.1064117629028446,0.19022793082013756,0.2065344039720064,0.31645457653345765,130,19,0.29186717703639975,0.1474539174261349,0.609467763366622,0.22991837086163258,0.4082375193462987,0.13351555135281956,0.8891193557274428,0.25345712967301626,0
241,udp,smtp,REJ,13490,29866,1,0,2,6,1,0,2,0,1,5,4,0,9,0.0,1,1,15,245,0.3616470948410445,0.8364209229856395,0.8481814982799472,0.8217524169853904,0.5208857827006792,0.7350261491050988,0.34218640575865744,216,187,0.1727573182810873,0.6116556756460141,0.8205764393338497,0.5159458785254234,0.2804632242046524,0.04795773243698764,0.8452255581607399,0.07424685933054576,1
776,udp,ssh,REJ,45719,2983,1,1,1,7,4,0,1,1,1,5,3,2,4,0.0,1,0,98,404,0.12537534923387328,0.5024656497627655,0.6851745132777806,0.1389689918866246,0.469059744390119,0.8664510632490415,0.19446351918231375,18,81,0.3793655982041866,0.5657473065511459,0.28524434230676654,0.25349375325719037,0.7311029830035621,0.7754095145924946,0.5254319983096423,0.1037747086347407,1
345,udp,dns,REJ,45080,31705,1,2,0,2,0,1,5,0,0,3,9,2,6,0.0,1,1,19,331,0.25361277085970824,0.014381235984152974,0.2900440281779866,0.7472975575598568,0.07103742140334124,0.5208821784475111,0.5619481099932393,96,106,0.9108342269897538,0.7147023163822577,0.23921108803421876,0.9405373011029476,0.2421834455937677,0.5706831750719786,0.6915055458135945,0.8129284053939371,0
564,udp,ssh,SF,1990,20662,1,0,1,4,2,0,4,0,1,3,0,2,3,0.0,0,1,45,246,0.642086507352399,0.8029813013091038,0.20146392105353295,0.04791386791333374,0.8183078176753029,0.6692657958436578,0.3145641509273652,65,248,0.6153478406285743,0.9377046153793677,0.7869757993812009,0.9059439679262645,0.17170998897368817,0.760704806043895,0.883349701022104,0.0388736970166893,1
897,udp,http,REJ,5299,23510,0,0,0,0,2,0,9,1,0,4,9,1,0,0.0,1,1,450,28,0.2755365671408512,0.9807938054145848,0.2652085369968291,0.9485203275139151,0.3356824006428417,0.8150153166761481,0.08437089643850504,78,201,0.41194654861226365,0.9122545611011557,0.05638185385323158,0.566806105010466,0.5298338889620703,0.14986279888655163,0.4957170100782755,0.6589427939347428,1
339,icmp,ssh,SF,45765,12651,0,2,0,6,0,0,4,0,0,2,9,1,8,0.0,1,1,192,160,0.4945211251204079,0.6059261954142473,0.16975920139282652,0.7111600875277662,0.5745821975518796,0.2606751577405936,0.6850060866631787,85,151,0.9344107945712148,0.9460756180688313,0.3693826475825851,0.35442399198738617,0.28998739264414186,0.5718287711826909,0.31325074048882195,0.2725577488154005,0
91,tcp,ssh,S0,19956,40998,0,0,0,4,4,0,9,1,0,0,6,2,3,0.0,1,0,382,234,0.12169530672667228,0.5037083870840707,0.09564069602371594,0.006796548586111784,0.5147842349331344,0.296895674268043,0.7077532076053982,123,247,0.04846423247582232,0.24471559702370094,0.5058092225923297,0.38114688203473557,0.628905144923615,0.25364247434137555,0.7536661379095813,0.8715456807081264,1
366,tcp,ftp,REJ,22359,28535,1,0,1,7,3,0,4,0,1,0,0,0,8,0.0,0,1,57,189,0.588093637605447,0.8784158630449617,0.419136174442055,0.763856500200214,0.5132605045704423,0.0006275166284561706,0.35999241877905785,201,131,0.21027617790186137,0.13156530663935462,0.5603486743503234,0.41185228314449696,0.11793867487423348,0.22806181690001992,0.22006625478469177,0.48499228457749954,1
955,tcp,ftp,SF,46240,6640,0,2,0,7,0,0,9,0,0,6,0,2,5,0.0,1,0,436,116,0.31607768384326407,0.9525167896845986,0.1132996043982677,0.5140819207661853,0.10722239420848745,0.9630941308978025,0.0767233994560228,209,36,0.565888605101759,0.3022767004964485,0.7286151567927769,0.727579322134944,0.6549411045673216,0.011526014052985256,0.38853114800604205,0.30557645932782573,0
454,tcp,ftp,SF,37148,44547,0,2,1,8,4,1,4,1,0,0,4,2,0,0.0,0,1,110,270,0.6269684345287165,0.7545369159024605,0.17191255772710434,0.7793651703351198,0.42348200924933277,0.9175448945963448,0.4262977174034259,149,131,0.6155526231931792,0.8950851727663146,0.35484572343065823,0.4516389955188379,0.2832965279977022,0.1303407235690719,0.8657272371067937,0.5176389356894345,1
427,udp,ssh,REJ,28734,15317,1,2,2,6,0,0,2,1,0,0,8,0,2,0.0,0,0,128,257,0.8083948823040229,0.44545292973428785,0.5473246843394861,0.5224968088905885,0.4523667592065702,0.7645682637594303,0.44233545805021546,45,76,0.03955750656261314,0.9720534746234882,0.6126843446746072,0.8567299465058974,0.00024293443451273156,0.30926811149969535,0.7244223402693151,0.3819580190452688,0
508,tcp,smtp,S0,4757,7564,1,2,2,0,0,0,6,0,1,2,5,2,1,0.0,1,0,336,179,0.6116464193899924,0.5922213993314405,0.16459927369957472,0.6410248576353547,0.7336428403644485,0.07907602097664812,0.668670884897893,112,88,0.4030387579071322,0.859324951070476,0.5853754227909563,0.9440947859303646,0.12693605767417637,0.11687876059093905,0.40381100524749924,0.5643010646698302,1
775,icmp,ssh,S0,19097,27345,0,1,0,2,1,1,5,1,1,9,2,0,8,0.0,1,1,193,486,0.29574756259502066,0.7009353650179992,0.06387976743090285,0.7863316553950405,0.8400188319206985,0.44750288969950813,0.3154163912586835,90,204,0.6491539648308727,0.1100177211275436,0.5476161006537471,0.33594615337893385,0.9336153778350941,0.9858584404109375,0.2147445024083574,0.11453286832634824,1
942,icmp,smtp,S0,10395,48288,0,2,1,7,4,1,3,1,1,3,2,1,0,0.0,1,1,412,372,0.2557437015483004,0.19427357100180143,0.3173888500278852,0.4051080545878567,0.544982278100018,0.10189175397155281,0.6825992797813054,140,145,0.6980705464034016,0.9474279980597932,0.6404832931422122,0.5606944813756801,0.8673546391153578,0.30863264852395067,0.3559683908322365,0.9969905028125511,1
34,tcp,smtp,SF,16241,28687,0,1,2,2,3,1,1,0,1,3,6,1,8,0.0,0,1,339,171,0.327420958733448,0.44720103221643803,0.22031909862196752,0.002708149820452088,0.08678295406499048,0.015920267262798604,0.8714885417573883,32,252,0.6381399025162693,0.423358027350786,0.2594491710680763,0.09505653683256443,0.23360903203623684,0.13032394670232816,0.284104149227433,0.42555587769671754,1
205,tcp,ftp,SF,38356,13737,0,1,1,7,1,0,8,0,1,1,5,0,8,0.0,0,0,325,437,0.16462051323650484,0.829821264717285,0.5153051879943767,0.8499464959451885,0.23684947059654626,0.6161829652125973,0.23748604236219983,132,250,0.32056322436092455,0.009310290762353679,0.08464875358462898,0.200469047766359,0.7783719045454912,0.19908231282795774,0.17608928794385392,0.34823063970736867,1
80,icmp,dns,SF,27696,9323,0,1,1,0,0,1,0,0,1,0,8,1,7,0.0,0,1,7,273,0.18117185085002008,0.654725348498443,0.10236708458320931,0.3808903626246626,0.16493402685273106,0.9608294170801884,0.9789195561198998,217,87,0.09352012359790951,0.4423937407481936,0.11927167203974343,0.4134657667101601,0.6085715931739742,0.5877032283414765,0.7433329135656567,0.7102098483162649,0
931,icmp,http,SF,4944,15229,0,0,0,4,0,0,3,1,1,2,5,1,7,0.0,0,1,28,258,0.7906911019001679,0.4112040672118541,0.7517707876829781,0.49604272601658306,0.12461506318912474,0.9028680234321501,0.38636813713680696,76,193,0.4271124464193341,0.04606916967546759,0.22458238265390107,0.20620271590177885,0.9709047114498695,0.06404352386478851,0.2520698868501715,0.3638994064953325,1
561,udp,ftp,S0,46163,44481,1,1,2,3,0,0,0,1,0,3,4,0,0,0.0,0,0,111,134,0.38473257650744497,0.6633625340146814,0.9062335194351386,0.007766642153968717,0.36589929861780757,0.6967548149354044,0.26725868514706175,154,175,0.12875443736805547,0.5438779211611176,0.5001979355227852,0.8765604907887176,0.3736056595340591,0.8624341301411569,0.4541674701677638,0.8332743050287577,1
871,icmp,ftp,REJ,19816,8502,1,1,0,4,4,0,5,1,0,2,9,1,7,0.0,0,1,434,170,0.43599518057058584,0.11822241207245987,0.7434351739561944,0.492092010350098,0.22939350215438203,0.09664058416487142,0.4215111825102905,120,32,0.9476236585206671,0.3385540274370513,0.8404427505460201,0.15828625605909807,0.6814606125171713,0.9614996792371473,0.38585944683610907,0.45427072436042526,0
387,udp,dns,SF,49840,545,1,0,0,7,4,1,3,1,0,7,6,2,9,0.0,1,0,160,209,0.5940494655668112,0.4014976105648763,0.5328270374013943,0.9864874015717295,0.2183031118115123,0.27416403767230013,0.09439747590385916,127,57,0.47517086602262826,0.47343493359404876,0.7012933420883841,0.45566082155309195,0.06353572242391858,0.24674742066738087,0.9820773786356308,0.7195584132654349,0
1,udp,http,SF,37011,37114,0,0,2,9,1,1,4,0,0,9,0,2,2,0.0,1,1,130,235,0.5896534951515476,0.7931285379630564,0.8606678217888851,0.27826766081876964,0.054693174576267656,0.32005672688529097,0.12570590651211566,77,210,0.31725917435686757,0.613170360743117,0.7890406042020471,0.6056992404598757,0.39624734681640594,0.45009526859085935,0.3910922441482205,0.10745321644188655,1
389,udp,ssh,S0,24917,29430,1,0,2,3,3,1,4,1,1,0,6,0,6,0.0,0,0,187,421,0.06737687152192573,0.220508787136648,0.6949183797815075,0.3954182702423781,0.01767004479543388,0.7631500577455612,0.4144340469683314,151,200,0.7663040711189001,0.8688010958178203,0.3509756239260914,0.6918639081608444,0.9638176611881805,0.02213445102949707,0.0799824827967548,0.8461191855551118,0
565,udp,ssh,REJ,31195,9996,0,2,1,3,1,1,8,0,0,1,2,1,0,0.0,1,0,162,420,0.8315407863376656,0.1859615075574177,0.010551122450189854,0.6871899964686766,0.1027682426497818,0.8022491792351141,0.7624445219391001,66,27,0.49794859258226387,0.6619015764719286,0.40465374164855017,0.38306936972650674,0.5389808744501206,0.6407102247272215,0.08982575257208403,0.7357179867781098,1
105,udp,ftp,REJ,21566,27788,0,0,2,2,2,1,0,1,0,6,8,2,0,0.0,1,1,196,185,0.17732655322393942,0.9508186599164314,0.3940901527745031,0.8147936675236587,0.17219747942363306,0.3851061229899204,0.9003122395744909,238,34,0.31003402401245006,0.4340488684781807,0.3936818859906128,0.8690990687247285,0.2878795033348446,0.41392605805258886,0.5907537213530648,0.21171677846196568,0
771,tcp,http,S0,9916,29969,1,0,1,6,0,0,1,0,0,3,5,2,9,0.0,0,0,474,416,0.7230716360496688,0.2098976295862307,0.8509518994068,0.4173916240061003,0.43098372884820313,0.41788399661760967,0.6648179907162709,114,248,0.8119677423908017,0.8194278536703651,0.19187318440450152,0.5683191510779255,0.12027096312860686,0.2700584661015557,0.5993635517382656,0.14528600974578665,0
821,icmp,ftp,S0,20806,48543,0,1,1,2,0,0,5,0,0,7,8,1,4,0.0,0,1,363,363,0.7726709881281666,0.26091857965016807,0.3458588579752693,0.30966887040129254,0.5105202612988446,0.044509039276171336,0.10521955523816973,62,230,0.867152151001122,0.9055821375731322,0.06121665814357202,0.4395077804475518,0.7035283401815304,0.20683711061660848,0.41875899048265497,0.3162923487256244,1
476,udp,smtp,REJ,9984,13919,0,0,1,2,0,0,4,0,1,2,4,1,4,0.0,1,1,203,442,0.7148995340913137,0.969615938904338,0.0352151735255235,0.9378257999850671,0.14059191817336558,0.289136718418761,0.672019762180535,112,124,0.673008166288677,0.11975996643219722,0.5909160928272268,0.06724063405203662,0.6448560434297268,0.6540230776587604,0.4318436923120297,0.9760705860319043,0
702,icmp,ftp,SF,1759,3810,1,2,2,9,1,0,6,1,1,5,6,2,7,0.0,0,0,211,94,0.5789776465541452,0.7347085702650257,0.7461796385522723,0.6771449666716692,0.4247833415241863,0.45128517717763994,0.6354279207029719,93,137,0.046964422407667294,0.5319329775527915,0.9892166834205861,0.464689468445165,0.3739387136037746,0.41621703103231444,0.05393258284087121,0.25683157456705863,1
401,icmp,ftp,REJ,41949,30586,1,0,0,4,1,1,2,0,1,8,3,2,6,0.0,0,1,108,377,0.01460899710888286,0.6995965330235282,0.8020382702828686,0.11902130449314108,0.3417488423259273,0.11698304638525758,0.8057639182933313,226,64,0.5663228801665321,0.28451195974244414,0.16682970495026284,0.8207358408157303,0.9509413518658343,0.17965928902991202,0.5165465103892622,0.4561272089466333,0
729,udp,ssh,S0,26838,39974,1,2,1,4,0,1,2,0,0,0,6,0,7,0.0,1,0,275,10,0.3603754923631707,0.8529263838545813,0.16059369504330856,0.06892787813464862,0.18342364349795603,0.45326746075502133,0.8252486666521809,47,41,0.7632949119972816,0.0470611978769474,0.046684819899273755,0.6145410182213155,0.022202812987850318,0.689109081486824,0.5047394753803517,0.030020225717336313,0
555,tcp,ssh,SF,2482,41773,0,0,0,5,1,0,9,1,1,0,0,0,5,0.0,0,0,72,67,0.6048394293625812,0.11582308223679427,0.5373404968431812,0.48354985079036905,0.006840748148363551,0.8531758122578004,0.8682030757789789,190,84,0.13650301208358218,0.6685466951139853,0.779531681823933,0.8321624537291183,0.3037238516318258,0.5650722830366937,0.14954931855694453,0.39722752956623253,0
161,udp,ssh,SF,24442,16371,1,0,0,7,4,1,1,0,0,7,6,2,5,0.0,1,0,166,378,0.3874512959225387,0.7059562365800072,0.19195543899572576,0.22009006604727244,0.4670178665217417,0.5813210197250533,0.41413151457909836,205,136,0.22867075138460335,0.8627707774592256,0.2525860066847242,0.4940116705993056,0.9210694862995814,0.8586720549294962,0.10383938611092758,0.5713200154331027,1
201,tcp,smtp,S0,33719,45084,1,0,2,9,4,1,2,1,1,2,7,0,1,0.0,1,0,259,209,0.8634798949128131,0.5036886093282389,0.7192344190441468,0.2539847533762535,0.6856517492651993,0.07892985503841232,0.6978643953521443,11,187,0.8824951050681364,0.16290265447739405,0.8296438053529284,0.11846170509448184,0.3209354383194404,0.1174758988764929,0.12357249059949049,0.9531246125079651,1
957,icmp,ssh,S0,27965,29629,0,0,0,5,1,0,9,1,1,4,4,2,5,0.0,1,0,242,195,0.30880227534961535,0.8291506402841399,0.27155045517748566,0.8776921788278482,0.22627733414380702,0.19167131883027433,0.26825035892231075,155,110,0.020121721853074037,0.8124136576239005,0.7039366670345154,0.01363984583588107,0.2522528338551704,0.7856666019444561,0.10102824649125852,0.5167360449400644,0
995,tcp,http,S0,2079,8436,1,2,0,0,0,0,0,0,1,0,1,2,4,0.0,1,0,274,368,0.29353479245866043,0.5081417186651943,0.31621512256333006,0.08956602431631067,0.13180682989667936,0.4745443501585562,0.9993362799835043,171,14,0.752727137825976,0.8533957335369416,0.9456735370508046,0.3032195467185912,0.5342204099312473,0.673516786817259,0.6097081955367598,0.8191073261776878,1
269,tcp,dns,REJ,2717,12984,1,2,2,7,1,1,4,0,1,4,4,0,2,0.0,1,0,101,97,0.26599769309265797,0.6202413542689121,0.8449708536401014,0.7153641152288897,0.8870427444469619,0.36148714982181207,0.17533424137685993,220,226,0.4737732925144229,0.9143404426664835,0.408927235756672,0.6979904714977925,0.8238017499205379,0.11501093682809782,0.19648265240291862,0.5471276425689006,1
862,tcp,http,REJ,27952,33039,1,1,1,7,1,1,4,1,1,5,5,0,5,0.0,0,0,474,92,0.3327808689607955,0.47774212639953595,0.47632235220690433,0.27114225338058806,0.2750247724877978,0.35872701954609876,0.01011443166083581,170,184,0.44677215883960686,0.2652850890860524,0.6619698394506341,0.7902599039416938,0.10314676087836105,0.6948207298717207,0.25143015218746345,0.0407850134355181,1
815,icmp,http,SF,20908,19895,0,2,0,8,1,0,6,0,0,7,1,1,7,0.0,0,1,172,471,0.5574049643141872,0.4781589235558441,0.6697544512182478,0.7603282214041377,0.22361261979266478,0.5292674481435902,0.148808714518176,144,68,0.0070965324948871755,0.9039530651898893,0.4648547808132707,0.2957528346203294,0.9430207096457361,0.4415472888798304,0.17357214415143973,0.31500827518977403,0
270,icmp,ssh,S0,42460,18155,0,0,2,8,2,0,3,1,1,2,5,1,8,0.0,0,1,170,21,0.7070152942725908,0.7679699780618315,0.40237305072246765,0.7224113844635446,0.8570969396099158,0.5843959215894574,0.7758722895441267,39,104,0.8193982309664928,0.32066275473643224,0.6305886973085435,0.4956539208832471,0.795072881181164,0.9449847855558431,0.9578353044485031,0.5755495078311033,1
455,tcp,dns,SF,24861,10616,0,1,0,1,4,0,2,1,0,2,5,1,0,0.0,0,0,140,449,0.6625679177387851,0.6285664006472832,0.2980068571937554,0.007391901444293025,0.8171070991667613,0.7968615702761911,0.4467836765082115,176,249,0.35982490063656647,0.5523380134555028,0.44959890600773733,0.4211189044340816,0.18125025555155194,0.1416113506178993,0.8546174631518354,0.9505939659311243,0
461,tcp,dns,SF,7311,37129,0,1,0,1,3,1,0,1,0,9,0,2,2,0.0,1,1,396,171,0.8077178199814796,0.6332632016094104,0.6254780604246614,0.5091354129215991,0.4483464705246336,0.34096656346248466,0.4475002478104283,84,149,0.5407656313005429,0.05050747083228213,0.18863224642407483,0.41052278435142786,0.7120079611981627,0.642833390815738,0.23049483735152088,0.8591303597512333,0
726,udp,dns,SF,28071,39837,1,1,1,2,3,0,7,0,0,8,0,0,2,0.0,1,1,187,382,0.8859139954974249,0.4502824838315258,0.15485757407882128,0.13931948237804637,0.4892388614277745,0.8054662830405868,0.9550229196116685,56,63,0.6773006863356594,0.043881088368743604,0.5078974160033809,0.2313487132001505,0.38495872263755715,0.38198004546294595,0.327566293922126,0.22835561417884764,0
251,tcp,smtp,SF,23570,24574,0,0,0,0,2,0,2,1,0,3,9,2,7,0.0,0,1,440,133,0.8160790423433513,0.5311094963375276,0.372999835566863,0.8662270305786768,0.21774870483402198,0.33861122911263253,0.9196349080280742,86,40,0.7026295764379158,0.7203732127322029,0.5285842014374423,0.13637110502945837,0.4022946780763187,0.9568146705908778,0.20989284230499716,0.2201098300191635,0
701,udp,ssh,S0,18449,3430,0,2,2,3,1,1,1,0,0,3,2,0,0,0.0,1,1,85,425,0.018945403374354575,0.7457176662047873,0.20903703738592228,0.8715858828624066,0.0783016704795575,0.05543298894123383,0.3111947378040092,83,214,0.9559800588260723,0.44447997797779104,0.8106038482601611,0.19668855823121312,0.7832900924388664,0.32997489529027646,0.49187595946082374,0.20117296711390076,0
295,tcp,dns,SF,33536,12676,1,0,0,3,2,1,3,0,1,6,9,2,4,0.0,0,1,475,24,0.7359179535519887,0.8259409191119182,0.6957949669407455,0.41834580749375805,0.5734318253556611,0.5541876510047912,0.20905812878086616,191,70,0.5313399532366091,0.25629237536921756,0.7355207057935812,0.0553323871633461,0.9627848079807322,0.9621859094918002,0.019610532474253595,0.9224988963025031,1
724,udp,smtp,S0,38258,10816,1,1,1,8,2,1,2,0,1,1,9,1,2,0.0,0,1,51,184,0.2083995736183316,0.6965614021440462,0.9442088383461076,0.44439561845108055,0.09834492159021313,0.5879023248948145,0.8484822099337397,202,55,0.3997195509744276,0.1904134960249102,0.6637916239414441,0.19813074182357704,0.12665587284719393,0.9014858511007491,0.6713680088967957,0.8526661531017207,1
719,icmp,ftp,S0,48302,32733,1,0,1,8,0,1,0,0,1,7,2,1,1,0.0,0,0,110,84,0.13292804270798264,0.9240729888456831,0.9955109680158664,0.3032829394045271,0.4492745469566498,0.9345402456218601,0.9060190710443632,184,150,0.9537036264917079,0.6699534908592181,0.11338709555257254,0.009200897625379456,0.4206302368788194,0.27038323531065633,0.5231581498176416,0.7748834322529488,0
748,tcp,ftp,REJ,28865,20144,0,0,2,8,4,1,2,1,1,5,3,1,7,0.0,1,1,436,54,0.6384887847991355,0.8203240881472009,0.45027681044159074,0.716606298960031,0.9404971985130107,0.7260613260624744,0.5415969227984869,120,235,0.6421102350255211,0.00040154402533987277,0.720616290663715,0.6272584006359783,0.48094160808430353,0.8035417768264277,0.8986389283011033,0.3927351142242276,1
337,tcp,smtp,S0,6645,2050,0,2,1,9,3,0,1,0,0,2,1,2,2,0.0,1,1,364,250,0.3197431954076949,0.5618637898095185,0.2525303896364445,0.3586613630264591,0.9528343891705844,0.9177726524944395,0.6294237111171005,225,24,0.2981503562765556,0.8058911691968542,0.5003051563545148,0.3163754073876829,0.3763118169549976,0.995604201803506,0.16439268432841414,0.5043807042987668,1
878,tcp,smtp,REJ,38000,44460,0,2,0,6,1,0,7,1,1,8,8,0,6,0.0,1,1,341,143,0.05711716337044326,0.6714060726437369,0.44282937038432413,0.26779247452263377,0.2393322865473586,0.9083472102430096,0.2569142846922934,201,218,0.12646424540357115,0.07924960612992882,0.8940995361061592,0.9731447114269086,0.363189123716225,0.25266300217128235,0.8041092460611317,0.4643317447951528,1
52,tcp,ssh,S0,26737,33933,1,1,1,1,3,1,5,1,1,4,9,0,0,0.0,1,1,42,350,0.13762973439836135,0.926308276921196,0.8472694099627238,0.43223105950450824,0.6241134200456544,0.6045741102582421,0.8008026879785246,73,104,0.8425545014651813,0.19148961490811944,0.9198709341305428,0.19371705077629786,0.05226866756159654,0.43677716932331967,0.7919610144667157,0.25339810755937264,1
791,udp,ssh,S0,11485,24951,1,0,2,9,3,1,8,0,0,7,6,1,5,0.0,0,0,210,397,0.0009294168699610639,0.6191680442430584,0.20600567855203988,0.09148751838745872,0.47407626410785764,0.5277620653364475,0.6321224284490231,106,133,0.36218160279415157,0.3862363952990896,0.05515659060178546,0.3458285703095939,0.6855386205626233,0.5201807365667597,0.12718118921688693,0.505028046148767,1
921,tcp,ftp,S0,38565,32413,0,0,1,4,4,1,7,1,0,6,6,1,2,0.0,1,0,455,166,0.9032236273447073,0.8248069479798307,0.9520956516529238,0.7466032046442038,0.875685127586106,0.5574409671635999,0.5035135112979966,123,118,0.6604697213644312,0.4848587397161036,0.8206415603544788,0.3578411586415332,0.4362144171200454,0.2949311358038643,0.3985592241441276,0.030496547852754463,1
216,icmp,dns,REJ,25522,34801,1,2,1,3,3,1,9,1,1,7,5,1,7,0.0,1,0,499,411,0.02461798384123859,0.6888105035899871,0.341865768798151,0.012596401271786961,0.27143086427605323,0.9783308076772478,0.060108556078395825,197,161,0.47081641936589813,0.35499511581394183,0.03769739042267062,0.00845149606246054,0.19479380264392676,0.01526483964602976,0.1701526411445169,0.13181037349745917,1
763,icmp,ftp,REJ,12342,32913,1,0,1,7,3,1,2,0,1,6,2,1,5,0.0,1,0,199,223,0.20945576950951106,0.5519363610604665,0.9858036594503049,0.6444850615205939,0.003702406832416849,0.7731676917469589,0.9159349625111537,99,190,0.19892977979503834,0.3207121649842939,0.36716962569502265,0.8392079530394589,0.8160335023020684,0.22012924419752666,0.2547205004575489,0.8865895961689464,0
187,tcp,dns,SF,40806,47037,1,0,2,1,2,0,4,1,0,2,5,0,1,0.0,0,1,297,219,0.41626278068790734,0.24183819541535312,0.8386088875339622,0.18286452675487241,0.1625612059314151,0.10626590479239584,0.615451420384406,215,8,0.6016866086204651,0.9639160120731884,0.5422999756210791,0.03199446014432472,0.8025607481516279,0.28193688434175845,0.26324617483054435,0.7516797670314233,0
379,icmp,dns,REJ,48770,40600,0,0,1,5,4,0,6,1,1,1,7,2,5,0.0,0,0,345,178,0.3565713259508191,0.4259975194684281,0.8085705341473903,0.23240404621441313,0.34952280116939805,0.7784284067813999,0.19269109469296797,203,59,0.06068306895068232,0.6415796812433943,0.14810079862712744,0.9401798347292414,0.4863916280888938,0.44359970131818716,0.5562363940257727,0.42286840905908707,0
492,tcp,ssh,REJ,13087,25280,1,2,1,4,0,0,4,1,1,6,7,2,6,0.0,1,0,239,118,0.9117258769127757,0.9677428248337157,0.3179046737732836,0.6356319986400399,0.3157211297704886,0.17053804889822588,0.6063861169830528,42,124,0.4133424598711922,0.02343295536738821,0.7463138125690768,0.8920743510936207,0.29845066114776053,0.17110247841340187,0.4114109317604655,0.5171503622838772,1
40,tcp,http,REJ,37641,24557,1,1,0,1,1,0,7,1,1,2,8,2,4,0.0,1,0,114,432,0.040288945734542114,0.6577653832726,0.008777211947929464,0.9929434657829072,0.7913629191228859,0.44735054900562565,0.6774633542399734,118,48,0.546614939663671,0.4301759084443132,0.008354704172138572,0.5355219160859636,0.6380927257964524,0.8732543566916726,0.9477328040063053,0.36999888595997743,1
156,icmp,http,REJ,34249,47054,0,1,2,9,3,1,4,0,1,2,0,2,2,0.0,1,0,25,264,0.5122147076770516,0.5643953803389896,0.3821329088259878,0.7777174890725507,0.6805606661388378,0.21045967217653427,0.5257703366832255,22,224,0.43604697411857907,0.8750086997439702,0.16859904843403684,0.5435955749112921,0.28815213577740306,0.7049111327313361,0.12637014194700513,0.7407798671606725,0
14,tcp,smtp,SF,10093,35400,0,0,1,0,1,0,0,1,0,1,0,1,3,0.0,1,1,406,441,0.680479462524374,0.9329566255282273,0.30180936966269367,0.22583963222339198,0.29955631961489726,0.6895830655332298,0.7181017379560225,154,50,0.7486721752509908,0.30145618641066796,0.5807968298534757,0.6537779229561563,0.23600793032371203,0.08520047755966198,0.9736921348501988,0.7841871792320796,1
812,icmp,ssh,REJ,47190,4494,1,1,2,7,0,1,4,1,0,3,2,1,3,0.0,0,0,298,428,0.9316979736811688,0.5865117810374487,0.03739699040879729,0.1760247550411338,0.4577438171662134,0.8773097361930356,0.5814539479286243,185,187,0.8279249545453125,0.09455634477438823,0.7143875620372924,0.387050011934887,0.7305146540263266,0.6500924511399314,0.23063864021426395,0.7632851902031591,1
64,udp,dns,S0,16438,15152,1,2,1,1,1,1,3,1,0,7,2,1,5,0.0,1,1,76,149,0.620371252123721,0.526082518417403,0.5053652565059297,0.8662328702676704,0.09555910395833522,0.29036188536668095,0.9477695820321482,248,69,0.771243074033178,0.7583847715899178,0.9166431026939161,0.6472222833978555,0.0403252397209507,0.6536564764056204,0.7728739363818531,0.7226117248344496,0
856,tcp,http,S0,40411,23895,0,2,1,6,0,1,5,1,1,0,9,2,9,0.0,1,0,411,415,0.8037552360117627,0.7593108551502052,0.4030313112827366,0.4441839479215043,0.8981464448201008,0.08201074120818763,0.053697078599306836,236,36,0.03881294781180211,0.6060138319360813,0.7054966519346239,0.04476838868848687,0.09476847103459396,0.9562211736436277,0.3389699261728214,0.20450433869279583,0
838,udp,dns,REJ,26399,9155,0,1,1,8,2,0,2,0,1,0,7,1,0,0.0,1,1,136,452,0.0837249378453484,0.7126656189865445,0.6345564677415247,0.13705280282815546,0.9354248244485341,0.29849309807496327,0.1062457084695605,36,30,0.1941287704459722,0.5703125078265039,0.671779270254866,0.05404762734972657,0.006788174023589777,0.0030208713561612477,0.1430813954173139,0.3379699792404788,0
520,icmp,http,REJ,19846,31883,1,1,0,8,3,1,4,1,1,4,9,1,3,0.0,0,1,19,214,0.38593951093692735,0.19316000840843273,0.6211863221940832,0.8622114233219381,0.9798035353809381,0.6723618579321944,0.17367163695433985,133,225,0.5366075092637743,0.053576559607407925,0.3943411463506643,0.45723041961954436,0.15294318647542615,0.2479324498058072,0.8578891852462399,0.4698454349836749,1
343,udp,http,S0,15708,43194,1,0,0,7,0,0,1,0,1,4,0,0,9,0.0,0,0,439,196,0.37394713447906747,0.47130827457412117,0.12074663589668011,0.8160923529142614,0.8685528307858377,0.32876012755444994,0.6901710706043321,64,168,0.9348220404438012,0.14049900979551733,0.0012844255268014138,0.5496223011060349,0.06899000871045946,0.9277914793753155,0.3088608992364632,0.3307929914276556,1
